id	name	formula	BioCyc	SEED Compound	UniPathway Compound	KEGG Compound	BioPath Molecule	MetaNetX (MNX) Chemical	Reactome	Human Metabolome Database	UM-BBD	LipidMaps	
pg_EC_c	Phosphatidylglycerol (Ecoli)	C1986H3748O500P50		cpd15655				MNXM90562					
cl_p	Chloride	Cl	META:CL-;META:HCL	cpd00099	UPC00698;UPC01327	C00698;C01327;D02057		MNXM43	188972;2730999;2731008;2731020;29572;352022	HMDB00492;HMDB02073;HMDB02162;HMDB02306	c0884		
cmp_e	CMP	C9H12N3O8P	META:CMP;META:CMP-GROUP	cpd00046	UPC00055	C00055;G10621	Cytidine-5-prime-phosphate	MNXM31	109395;1524067;727810	HMDB00095			
cmp_p	CMP	C9H12N3O8P	META:CMP;META:CMP-GROUP	cpd00046	UPC00055	C00055;G10621	Cytidine-5-prime-phosphate	MNXM31	109395;1524067;727810	HMDB00095			
cm_e	Chloramphenicol	C11H12Cl2N2O5	META:CHLORAMPHENICOL	cpd00680		C00918;D00104		MNXM4519		HMDB14589			
cm_p	Chloramphenicol	C11H12Cl2N2O5	META:CHLORAMPHENICOL	cpd00680		C00918;D00104		MNXM4519		HMDB14589			
colipa_c	Core oligosaccharide lipid A	C176H303N2O100P4	META:CPD0-2271	cpd15432				MNXM47647					
colipa_p	Core oligosaccharide lipid A	C176H303N2O100P4	META:CPD0-2271	cpd15432				MNXM47647					
colipa_e	Core oligosaccharide lipid A	C176H303N2O100P4	META:CPD0-2271	cpd15432				MNXM47647					
colipap_p	Core oligosaccharide lipid A diphosphate	C176H303N2O103P5						MNXM147454					
udcpdp_p	Undecaprenyl diphosphate	C55H89O7P2	META:CPD-9649					MNXM5043		HMDB01469		LMPR03030004	
udcpp_p	Undecaprenyl phosphate	C55H89O4P	META:UNDECAPRENYL-P	cpd00286	UPC00348	C00348		MNXM251				LMPR03020006	
colipap_e	Core oligosaccharide lipid A diphosphate	C176H303N2O103P5						MNXM147454					
crncoa_c	L-Carnitinyl-CoA	C28H46N8O18P3S	META:L-CARNITINYL-COA	cpd15440		C20750		MNXM1451				LMFA07050150	
ctbt_c	Crotonobetaine	C7H13NO2	META:CROTONO-BETAINE	cpd08305				MNXM1607					
ctbtcoa_c	Crotonobetainyl-CoA	C28H44N8O17P3S	META:CROTONOBETAINYL-COA	cpd15441		C20748		MNXM2363				LMFA07050143;LMFA07050306	
gbbtn_p	Gamma-butyrobetaine	C7H15NO2	META:GAMMA-BUTYROBETAINE	cpd00870		C01181		MNXM626	31369	HMDB01161;HMDB06831			
cro4_e	Chromate	CrO4	META:CPD-4422	cpd11595				MNXM46638			c0803		
csn_e	Cytosine	C4H5N3O	META:CYTOSINE	cpd00307	UPC00380	C00380	Cytosine	MNXM761		HMDB00630			
csn_p	Cytosine	C4H5N3O	META:CYTOSINE	cpd00307	UPC00380	C00380	Cytosine	MNXM761		HMDB00630			
ctbt_e	Crotonobetaine	C7H13NO2	META:CROTONO-BETAINE	cpd08305				MNXM1607					
ctbt_p	Crotonobetaine	C7H13NO2	META:CROTONO-BETAINE	cpd08305				MNXM1607					
cyan_p	Hydrogen cyanide	CHN	META:CPD-13584;META:HCN	cpd00150	UPC00177	C00177;C01326	Hydrogen_cyanide	MNXM254		HMDB02084;HMDB60292			
tcynt_p	Thiocyanate	CNS	META:HSCN	cpd01211		C01755	Hydrogen_thiocyanate	MNXM762		HMDB01453	c0560		
cyan_e	Hydrogen cyanide	CHN	META:CPD-13584;META:HCN	cpd00150	UPC00177	C00177;C01326	Hydrogen_cyanide	MNXM254		HMDB02084;HMDB60292			
cynt_c	Cyanate	CNO	META:CPD-69	cpd01015		C01417		MNXM1191		HMDB02078	c0568		
cynt_e	Cyanate	CNO	META:CPD-69	cpd01015		C01417		MNXM1191		HMDB02078	c0568		
cynt_p	Cyanate	CNO	META:CPD-69	cpd01015		C01417		MNXM1191		HMDB02078	c0568		
focytc_c	Ferrocytochrome c C42H53FeN8O6S2	C42H53FeN8O6S2;C34H32FeN4O4	META:Reduced-cytochromes	cpd00686		C00924		MNXM5750		HMDB12947			
ficytC_c	Ferricytochrome c	C42FeH54N8O6S2;C42H54FeN8O6S2		cpd00109	UPC00125	C00125		MNXM114072					
focytC_c	Ferrocytochrome C	C42FeH54N8O6S2;C42H54FeN8O6S2	META:Cytochromes-C-Reduced	cpd00110	UPC00126	C00126		MNXM537					
cys__D_c	D-Cysteine	C3H7NO2S	META:D-CYSTEINE	cpd00587		C00793		MNXM2112		HMDB03417			
cys__D_p	D-Cysteine	C3H7NO2S	META:D-CYSTEINE	cpd00587		C00793		MNXM2112		HMDB03417			
cys__D_e	D-Cysteine	C3H7NO2S	META:D-CYSTEINE	cpd00587		C00793		MNXM2112		HMDB03417			
ficytb_c	Ferricytochrome b	C34H32FeN4O4		cpd12852		C06260		MNXM11551					
5mcsn_c	5-Methylcytosine	C5H7N3O	META:CPD0-2018	cpd01587		C02376	5-Methylcytosine	MNXM3509		HMDB02894			
dad_2_e	Deoxyadenosine	C10H13N5O3	META:DEOXYADENOSINE	cpd00438		C00559	2-prime-Deoxyadenosine	MNXM625		HMDB00101;HMDB05778;HMDB11722			
din_e	Deoxyinosine	C10H12N4O4	META:DEOXYINOSINE	cpd03279		C05512	2-prime-Deoxyinosine	MNXM935		HMDB00071			
dad_2_p	Deoxyadenosine	C10H13N5O3	META:DEOXYADENOSINE	cpd00438		C00559	2-prime-Deoxyadenosine	MNXM625		HMDB00101;HMDB05778;HMDB11722			
damp_e	DAMP	C10H12N5O6P	META:DAMP	cpd00294		C00360	2-prime-Deoxyadenosine-5-prime-phosphate	MNXM432	109386;500088	HMDB00905			
damp_p	DAMP	C10H12N5O6P	META:DAMP	cpd00294		C00360	2-prime-Deoxyadenosine-5-prime-phosphate	MNXM432	109386;500088	HMDB00905			
dcmp_e	DCMP	C9H12N3O7P	META:DCMP	cpd00206		C00239	2-prime-Deoxycytidine-5-prime-phosphate	MNXM266	109378;500828	HMDB01202			
dcmp_p	DCMP	C9H12N3O7P	META:DCMP	cpd00206		C00239	2-prime-Deoxycytidine-5-prime-phosphate	MNXM266	109378;500828	HMDB01202			
dcyt_p	Deoxycytidine	C9H13N3O4	META:DEOXYCYTIDINE	cpd00654		C00881;D06196	2-prime-Deoxycytidine	MNXM704	500829	HMDB00014			
ddca_e	Dodecanoate (n-C12:0)	C12H23O2	META:DODECANOATE	cpd01741		C02679;D10714		MNXM402	33549	HMDB00638	c0566	LMFA01010012	
2dh3dgal_c	2-Dehydro-3-deoxy-D-galactonate	C6H9O6	META:2-DEHYDRO-3-DEOXY-D-GALACTONATE	cpd00894	UPC01216	C01216		MNXM1627		HMDB01353		LMFA01050486	
2dh3dgal6p_c	2-Dehydro-3-deoxy-D-galactonate 6-phosphate	C6H8O9P	META:DEHYDRO-DEOXY-GALACTONATE-PHOSPHATE	cpd00945	UPC01286	C01286		MNXM90136					
2ddglcn_e	2-Dehydro-3-deoxy-D-gluconate	C6H9O6	META:2-DEHYDRO-3-DEOXY-D-GLUCONATE	cpd00176	UPC00204	C00204	2-Dehydro-3-deoxygluconate	MNXM440				LMFA01050475	
2ddglcn_p	2-Dehydro-3-deoxy-D-gluconate	C6H9O6	META:2-DEHYDRO-3-DEOXY-D-GLUCONATE	cpd00176	UPC00204	C00204	2-Dehydro-3-deoxygluconate	MNXM440				LMFA01050475	
2ddg6p_c	2-Dehydro-3-deoxy-D-gluconate 6-phosphate	C6H8O9P	META:2-KETO-3-DEOXY-6-P-GLUCONATE	cpd02711	UPC04442	C04442	2-Dehydro-3-deoxy-6-phospho-D-gluconate	MNXM649		HMDB01376			
gal_c	D-Galactose	C6H12O6	META:D-galactopyranose	cpd00108		C00124		MNXM89602					
dgmp_e	DGMP	C10H12N5O7P	META:DGMP	cpd00296		C00362	2-prime-Deoxyguanosine-5-prime-phosphate	MNXM546	500071	HMDB01044			
dgmp_p	DGMP	C10H12N5O7P	META:DGMP	cpd00296		C00362	2-prime-Deoxyguanosine-5-prime-phosphate	MNXM546	500071	HMDB01044			
dgsn_e	Deoxyguanosine	C10H13N5O4	META:DEOXYGUANOSINE	cpd00277		C00330	2-prime-Deoxyguanosine	MNXM647		HMDB00085			
dgsn_p	Deoxyguanosine	C10H13N5O4	META:DEOXYGUANOSINE	cpd00277		C00330	2-prime-Deoxyguanosine	MNXM647		HMDB00085			
23dhacoa_c	2,3-dehydroadipyl-CoA	C27H37N7O19P3S	META:CPD0-2365					MNXM9750				LMFA07050165	
dha_e	Dihydroxyacetone	C3H6O3	META:DIHYDROXYACETONE	cpd00157	UPC00184	C00184;D07841		MNXM460		HMDB01882			
dha_p	Dihydroxyacetone	C3H6O3	META:DIHYDROXYACETONE	cpd00157	UPC00184	C00184;D07841		MNXM460		HMDB01882			
23ddhb_c	2,3-Dihydro-2,3-dihydroxybenzoate	C7H7O4	META:DIHYDRO-DIOH-BENZOATE	cpd02566		C04171		MNXM114261					
23dhb_c	2,3-Dihydroxybenzoate	C7H5O4	META:2-3-DIHYDROXYBENZOATE	cpd00168		C00196		MNXM455		HMDB00397	c0056		
23dhba_c	(2,3-Dihydroxybenzoyl)adenylate	C17H17N5O10P;C17H16N5O10P	META:CPD-62	cpd02494		C04030		MNXM1978					
23dhbzs_c	2,3-dihydroxybenzoylserine	C10H10NO6;C10H11NO6		cpd15332				MNXM90595					
23dhbzs2_c	2-3-dihydroxybenzoylserine dimer	C20H20N2O11						MNXM147716					
23dhbzs3_c	2-3-dihydroxybenzoylserine trimer	C30H29N3O16						MNXM145882					
hkntd_c	2-hydroxy-6-ketononatrienedioate	C9H6O6		cpd09255		C12624		MNXM2040			c1400		
6hmhpt_c	6-hydroxymethyl dihydropterin	C7H9N5O2	META:AMINO-OH-HYDROXYMETHYL-DIHYDROPTERIDINE	cpd00954	UPC01300	C01300	2-Amino-4-hydroxy-6-hydroxymethyl-dihydropteridine	MNXM937					
cechddd_c	Cis-3-(3-carboxyethyl)-3,5-cyclohexadiene-1,2-diol	C9H11O4	META:CARBOXYETHYL-3-5-CYCLOHEXADIENE-1-2-DIOL	cpd08405	UPC11588	C11588		MNXM1636					
25drapp_c	2,5-Diamino-6-(ribosylamino)-4-(3H)-pyrimidinone 5'-phosphate	C9H14N5O8P	META:DIAMINO-OH-PHOSPHORIBOSYLAMINO-PYR	cpd00957	UPC01304	C01304		MNXM648					
6hmhptpp_c	6-hydroxymethyl-dihydropterin pyrophosphate	C7H8N5O8P2	META:DIHYDROPTERIN-CH2OH-PP	cpd02920	UPC04807	C04807	2-Amino-4-hydroxy-6-hydroxymethyl-dihydropteridine_pyrophosphate	MNXM1160					
dimp_e	DIMP	C10H11N4O7P;C10H12N4O7P	META:DIMP	cpd03704		C06196		MNXM1922	109330;2509805	HMDB06555			
dimp_p	DIMP	C10H11N4O7P;C10H12N4O7P	META:DIMP	cpd03704		C06196		MNXM1922	109330;2509805	HMDB06555			
din_p	Deoxyinosine	C10H12N4O4	META:DEOXYINOSINE	cpd03279		C05512	2-prime-Deoxyinosine	MNXM935		HMDB00071			
lac__D_p	D-Lactate	C3H5O3	META:D-LACTATE	cpd00221	UPC00256	C00256	D-Lactate	MNXM285		HMDB00171;HMDB01311			
dms_e	Dimethyl sulfide	C2H6S	META:CPD-7670	cpd00450		C00580		MNXM444		HMDB02303	c0237		
dmso_e	Dimethyl sulfoxide	C2H6OS	META:DMSO	cpd08021		C11143;D01043		MNXM745		HMDB02151	c0236		
dms_p	Dimethyl sulfide	C2H6S	META:CPD-7670	cpd00450		C00580		MNXM444		HMDB02303	c0237		
dmso_p	Dimethyl sulfoxide	C2H6OS	META:DMSO	cpd08021		C11143;D01043		MNXM745		HMDB02151	c0236		
dopa_e	Dopamine	C8H12NO2	META:DOPAMINE	cpd02357	UPC03758	C03758;D07870	Dopamine	MNXM205	159362;351601;380873	HMDB00073			
doxrbcn_e	Doxorubicin	C27H29NO11	META:CPD-13973	cpd01151;cpd08096		C01661;C11230;D03899;D07901		MNXM37015		HMDB14588;HMDB15132		LMPK13050001	
doxrbcn_p	Doxorubicin	C27H29NO11	META:CPD-13973	cpd01151;cpd08096		C01661;C11230;D03899;D07901		MNXM37015		HMDB14588;HMDB15132		LMPK13050001	
drib_p	Deoxyribose C5H10O4	C5H10O4	META:2-DEOXYRIBOSE	cpd01796		C02783		MNXM2474					
ser__D_p	D-Serine	C3H7NO3	META:D-SERINE	cpd00550		C00740		MNXM694		HMDB03406			
tartr__D_c	D-tartrate	C4H4O6	META:D-TARTRATE	cpd00666	UPX00045	C02107		MNXM7948		HMDB29878			
dtmp_e	DTMP	C10H13N2O8P	META:TMP	cpd00298	UPC00364	C00364	2-prime-Deoxythymidine-5-prime-phosphate	MNXM257	109366	HMDB01227			
dtmp_p	DTMP	C10H13N2O8P	META:TMP	cpd00298	UPC00364	C00364	2-prime-Deoxythymidine-5-prime-phosphate	MNXM257	109366	HMDB01227			
dump_e	DUMP	C9H11N2O8P	META:DUMP	cpd00299	UPC00365	C00365	2-prime-Deoxyuridine-5-prime-phosphate	MNXM234	109382;500742	HMDB01409			
dump_p	DUMP	C9H11N2O8P	META:DUMP	cpd00299	UPC00365	C00365	2-prime-Deoxyuridine-5-prime-phosphate	MNXM234	109382;500742	HMDB01409			
duri_e	Deoxyuridine	C9H12N2O5	META:DEOXYURIDINE	cpd00412		C00526	2-prime-Deoxyuridine	MNXM492	500430	HMDB00012			
duri_p	Deoxyuridine	C9H12N2O5	META:DEOXYURIDINE	cpd00412		C00526	2-prime-Deoxyuridine	MNXM492	500430	HMDB00012			
dxyl_c	1-deoxy-D-xylulose	C5H10O4	META:CPD-1093	cpd03738		C06257		MNXM2454		HMDB01292			
dxyl_e	1-deoxy-D-xylulose	C5H10O4	META:CPD-1093	cpd03738		C06257		MNXM2454		HMDB01292			
dxyl_p	1-deoxy-D-xylulose	C5H10O4	META:CPD-1093	cpd03738		C06257		MNXM2454		HMDB01292			
4per_c	4-Phospho-D-erythronate	C4H6O8P	META:ERYTHRONATE-4P	cpd02147	UPC03393	C03393		MNXM1407					
eca4colipa_e	(enterobacterial common antigen)x4 core oligosaccharide lipid A	C272H447N14O160P4	META:CPD0-2294	cpd15457				MNXM31481					
eca4colipa_p	(enterobacterial common antigen)x4 core oligosaccharide lipid A	C272H447N14O160P4	META:CPD0-2294	cpd15457				MNXM31481					
eca4und_p	(enterobacterial common antigen)x4 undecaprenyl-diphosphate	C151H234N12O67P2	META:CPD0-2138	cpd15458				MNXM31482					
eca2und_p	(enterobacterial common antigen)x2 undecaprenyl-diphosphate	C103H162N6O37P2	META:CPD0-2135	cpd15455				MNXM31479					
unagamuf_p	Undecaprenyl-diphospho N-acetylglucosamine-N-acetylmannosaminuronate-N-acetamido-4,6-dideoxy-D-galactose	C79H126N3O22P2	META:C55-PP-GLCNAC-MANNACA-FUC4NAC	cpd15582		C20498		MNXM6160		HMDB12307			
eca3und_p	(enterobacterial common antigen)x3 undecaprenyl-diphosphate	C127H198N9O52P2	META:CPD0-2139	cpd15456				MNXM31480					
kdo2lipid4_c	KDO(2)-lipid IV(A)	C84H148N2O37P2	META:KDO2-LIPID-IVA	cpd03586	UPC06025	C06025;G11160		MNXM824				LMSL02000003	
kdo2lipid4L_c	KDO(2)-lipid IV(A) with laurate	C96H170N2O38P2	META:KDO2-LAUROYL-LIPID-IVA	cpd03736	UPC06251	C06251		MNXM1870				LMSL02000002	
lipa_c	KDO(2)-lipid (A)	C110H196N2O39P2	META:KDO2-LIPID-A	cpd03587	UPC06026	C06026		MNXM946				LMSL02000001	
kdo2lipid4p_c	KDO(2)-lipid IV(A) with palmitoleoyl	C100H176N2O38P2	META:CPD0-2265	cpd15491				MNXM58983					
lipa_cold_c	Cold adapted KDO(2)-lipid (A)	C114H202N2O39P2	META:KDO2-LIPID-IVA-COLD	cpd15493				MNXM6016					
enlipa_e	Phosphoethanolamine KDO(2)-lipid (A)	C112H202N3O42P3	META:CPD-11653	cpd15459				MNXM7670					
enlipa_p	Phosphoethanolamine KDO(2)-lipid (A)	C112H202N3O42P3	META:CPD-11653	cpd15459				MNXM7670					
seramp_c	L-seryl-AMP	C13H19N6O9P	META:SERYL-AMP	cpd03452;cpd15564		C05820		MNXM114390					
salchs4_c	Salmochelin-S4	C42H47N3O25						MNXM145924					
hdca_e	Hexadecanoate (n-C16:0)	C16H31O2	META:PALMITATE	cpd00214		C00249;D05341	Palmitate	MNXM108	3632881;390435;426576;76168	HMDB00220;HMDB60083	c1217	LMFA01010001	
hdcea_e	Hexadecenoate (n-C16:1)	C16H29O2	META:CPD-9245	cpd05274		C08362		MNXM950		HMDB03229;HMDB12328;HMDB60082		LMFA01030056;LMFA01030057	
ocdca_e	Octadecanoate (n-C18:0)	C18H35O2	META:STEARIC_ACID	cpd01080		C01530;D00119		MNXM236	428198	HMDB00827		LMFA01010018	
ocdcea_e	Octadecenoate (n-C18:1)	C18H33O2	META:OLEATE-CPD	cpd00536		C00712;D02315		MNXM306		HMDB00207;HMDB02066	c1359	LMFA01030002	
ttdca_e	Tetradecanoate (n-C14:0)	C14H27O2	META:CPD-7836	cpd03847		C06424		MNXM314		HMDB00806		LMFA01010014	
etha_e	Ethanolamine	C2H8NO	META:ETHANOL-AMINE	cpd00162	UPC00189	C00189;D05074	Ethanolamine	MNXM218		HMDB00149	c0594		
etha_p	Ethanolamine	C2H8NO	META:ETHANOL-AMINE	cpd00162	UPC00189	C00189;D05074	Ethanolamine	MNXM218		HMDB00149	c0594		
ethso3_c	Ethanesulfonate	C2H5O3S	META:CPD-10434	cpd11579				MNXM7343					
ethso3_p	Ethanesulfonate	C2H5O3S	META:CPD-10434	cpd11579				MNXM7343					
ethso3_e	Ethanesulfonate	C2H5O3S	META:CPD-10434	cpd11579				MNXM7343					
etoh_e	Ethanol	C2H6O	META:ETOH	cpd00363	UPC00469	C00469;D00068;D02798;D04855;D06542	Ethanol	MNXM303	113748;30203	HMDB00108	c0038		
etoh_p	Ethanol	C2H6O	META:ETOH	cpd00363	UPC00469	C00469;D00068;D02798;D04855;D06542	Ethanol	MNXM303	113748;30203	HMDB00108	c0038		
h2_e	H2	H2	META:HYDROGEN-MOLECULE	cpd11640	UPC00282	C00282	Hydrogen	MNXM195	113555	HMDB01362			
f6p_e	D-Fructose 6-phosphate	C6H11O9P	META:CPD-15709	cpd00072	UPC00085	C00085		MNXM89629	29512	HMDB00124			
f6p_p	D-Fructose 6-phosphate	C6H11O9P	META:CPD-15709	cpd00072	UPC00085	C00085		MNXM89629	29512	HMDB00124			
Sfglutth_c	S-Formylglutathione	C11H16N3O7S	META:CPD-548	cpd00759	UPC01031	C01031		MNXM952		HMDB01550	c0270		
hmgth_c	Hydroxymethylglutathione	C11H18N3O7S		cpd15487				MNXM114366					
fald_e	Formaldehyde	CH2O	META:CARBONYL-GROUP;META:FORMALDEHYDE	cpd00055	UPC00067	C00067;D00017	Formaldehyde	MNXM56	143501;29478;879250	HMDB01426	c0122		
fald_p	Formaldehyde	CH2O	META:CARBONYL-GROUP;META:FORMALDEHYDE	cpd00055	UPC00067	C00067;D00017	Formaldehyde	MNXM56	143501;29478;879250	HMDB01426	c0122		
s17bp_c	Sedoheptulose 1,7-bisphosphate	C7H12O13P2	META:D-SEDOHEPTULOSE-1-7-P2	cpd00349		C00447	D-Sedoheptulose_1,7-diphosphate	MNXM1294		HMDB60274			
tag1p__D_c	D-Tagatose-1-phosphate	C6H11O9P						MNXM11293		HMDB06328			
fcl__L_c	L-fuculose	C6H12O5	META:L-FUCULOSE	cpd01186	UPC01721	C01721		MNXM1748		HMDB60267			
fuc__L_c	L-Fucose	C6H12O5	META:L-Fucopyranoses	cpd00751	UPC01019	C01019		MNXM659		HMDB00174			
fc1p_c	L-Fuculose 1-phosphate	C6H11O8P	META:FUCULOSE-1P	cpd00806	UPC01099	C01099		MNXM1749					
forcoa_c	Formyl-CoA	C22H36N7O17P3S;C22H32N7O17P3S	META:FORMYL-COA	cpd00592	UPC00798	C00798	Formyl-CoA	MNXM563	389578	HMDB03419;HMDB06490			
for_p	Formate	CHO2;CH1O2	META:CARBOXYL-GROUP;META:CPD-9845;META:FORMATE	cpd00047	UPC00058	C00058	Formate	MNXM39	29460;389585	HMDB00142	c0106		
isetac_c	Isethionic acid	C2H5O4S	META:CPD-3745	cpd03048		C05123		MNXM1630		HMDB03903			
sulfac_c	Sulfoacetate	C2H2O5S	META:CPD-10246	cpd09878		C14179		MNXM1949					
fe3dcit_p	Fe(III)dicitrate	C12H10FeO14		cpd03725		C06229		MNXM146388					
fe3dcit_e	Fe(III)dicitrate	C12H10FeO14		cpd03725		C06229		MNXM146388					
fe3dhbzs_c	Ferric 2,3-dihydroxybenzoylserine	C10FeH11NO6;C10H10NO6Fe	META:CPD-17082	cpd15460				MNXM5748					
fe3dhbzs_p	Ferric 2,3-dihydroxybenzoylserine	C10FeH11NO6;C10H10NO6Fe	META:CPD-17082	cpd15460				MNXM5748					
fe3dhbzs_e	Ferric 2,3-dihydroxybenzoylserine	C10FeH11NO6;C10H10NO6Fe	META:CPD-17082	cpd15460				MNXM5748					
feoxam_c	Ferroxamine	C25H46FeN6O8;C25FeH46N6O8	META:CPD0-2124	cpd04761		C07597		MNXM53317				LMFA08020175	
feoxam_p	Ferroxamine	C25H46FeN6O8;C25FeH46N6O8	META:CPD0-2124	cpd04761		C07597		MNXM53317				LMFA08020175	
feoxam_e	Ferroxamine	C25H46FeN6O8;C25FeH46N6O8	META:CPD0-2124	cpd04761		C07597		MNXM53317				LMFA08020175	
feoxam_un_e	Ferroxamine minus Fe(3)	C25H46N6O8		cpd15463				MNXM90827					
feoxam_un_c	Ferroxamine minus Fe(3)	C25H46N6O8		cpd15463				MNXM90827					
feoxam_un_p	Ferroxamine minus Fe(3)	C25H46N6O8		cpd15463				MNXM90827					
3fe4s_c	[3Fe-4S] damaged iron-sulfur cluster	S4Fe3						MNXM147396					
fldox_c	Flavodoxin (oxidized) - obsolete	X						MNXM96999					
fldrd_c	Flavodoxin (reduced) - obsolete	XH2						MNXM97000					
frmd_e	Formamide	CH3NO;CH4NO	META:FORMAMIDE	cpd00378	UPC00488	C00488		MNXM1231		HMDB01536	c0796		
frmd_p	Formamide	CH3NO;CH4NO	META:FORMAMIDE	cpd00378	UPC00488	C00488		MNXM1231		HMDB01536	c0796		
oxalcoa_c	Oxalyl-CoA	C23H31N7O19P3S	META:OXALYL-COA	cpd00262	UPC00313	C00313	Oxalyl-CoA	MNXM618				LMFA07050357	
frulysp_c	Fructoselysine Phosphate	C12H24N2O10P		cpd15467				MNXM11605					
frulys_c	Fructoselysine	C12H25N2O7	META:FRUCTOSELYSINE	cpd15466	UPC16488	C16488		MNXM1742					
psclys_c	Psicoselysine	C12H25N2O7	META:PSICOSELYSINE	cpd15559				MNXM6409					
frulys_p	Fructoselysine	C12H25N2O7	META:FRUCTOSELYSINE	cpd15466	UPC16488	C16488		MNXM1742					
frulys_e	Fructoselysine	C12H25N2O7	META:FRUCTOSELYSINE	cpd15466	UPC16488	C16488		MNXM1742					
fru_p	D-Fructose	C6H12O6	META:CPD-15382;META:Fructofuranose	cpd00082	UPC00095;UPX00030	C00095;C01496;C10906;D00114	D-Fructose	MNXM175					
fruur_c	D-Fructuronate	C6H9O7	META:CPD-12536;META:CPD-12537;META:FRUCTURONATE	cpd00672		C00905		MNXM1660					
fruur_p	D-Fructuronate	C6H9O7	META:CPD-12536;META:CPD-12537;META:FRUCTURONATE	cpd00672		C00905		MNXM1660					
fruur_e	D-Fructuronate	C6H9O7	META:CPD-12536;META:CPD-12537;META:FRUCTURONATE	cpd00672		C00905		MNXM1660					
fuc__L_e	L-Fucose	C6H12O5	META:L-Fucopyranoses	cpd00751	UPC01019	C01019		MNXM659		HMDB00174			
fuc__L_p	L-Fucose	C6H12O5	META:L-Fucopyranoses	cpd00751	UPC01019	C01019		MNXM659		HMDB00174			
fusa_e	Fusidic acid	C31H48O5	META:CPD0-1606	cpd04095		C06694;D04281		MNXM125818		HMDB15570		LMPR0106040001	
fusa_p	Fusidic acid	C31H48O5	META:CPD0-1606	cpd04095		C06694;D04281		MNXM125818		HMDB15570		LMPR0106040001	
g1p_p	D-Glucose 1-phosphate	C6H11O9P	META:GLC-1-P	cpd00089	UPC00103	C00103	alpha-D-Glucose_1-phosphate	MNXM89588	29548	HMDB01306;HMDB01586			
g1p_e	D-Glucose 1-phosphate	C6H11O9P	META:GLC-1-P	cpd00089	UPC00103	C00103	alpha-D-Glucose_1-phosphate	MNXM89588	29548	HMDB01306;HMDB01586			
dtdpglu_c	DTDPglucose	C16H24N2O16P2	META:DTDP-D-GLUCOSE	cpd00626		C00842	dTDP-D-Glucose	MNXM1376		HMDB01328			
glyc2p_c	Glycerol 2-phosphate	C3H7O6P	META:CPD-536	cpd01908		C02979		MNXM2527		HMDB02520			
glyc2p_p	Glycerol 2-phosphate	C3H7O6P	META:CPD-536	cpd01908		C02979		MNXM2527		HMDB02520			
g3pc_c	Sn-Glycero-3-phosphocholine	C8H20NO6P	META:L-1-GLYCERO-PHOSPHORYLCHOLINE	cpd00507		C00670;D07349	L-1-Glycero-3-phosphocholine	MNXM367	1498750	HMDB00049;HMDB00086			
g3pc_p	Sn-Glycero-3-phosphocholine	C8H20NO6P	META:L-1-GLYCERO-PHOSPHORYLCHOLINE	cpd00507		C00670;D07349	L-1-Glycero-3-phosphocholine	MNXM367	1498750	HMDB00049;HMDB00086			
g3pc_e	Sn-Glycero-3-phosphocholine	C8H20NO6P	META:L-1-GLYCERO-PHOSPHORYLCHOLINE	cpd00507		C00670;D07349	L-1-Glycero-3-phosphocholine	MNXM367	1498750	HMDB00049;HMDB00086			
g3pe_e	Sn-Glycero-3-phosphoethanolamine	C5H14NO6P	META:ALKYL-SN-GLYCERO-PHOSPHOETHANOLAMINE;META:L-1-GLYCEROPHOSPHORYLETHANOL-AMINE	cpd00908		C01233	sn-Glycero-3-phosphoethanolamine	MNXM368	1524023	HMDB59660			
g3pg_e	Glycerophosphoglycerol	C6H14O8P	META:GLYCEROPHOSPHOGLYCEROL	cpd02090		C03274		MNXM598					
g6p_e	D-Glucose 6-phosphate	C6H11O9P	META:D-glucopyranose-6-phosphate	cpd00079	UPC00092	C00092		MNXM160	1629756	HMDB01401;HMDB01549;HMDB06793			
g6p_p	D-Glucose 6-phosphate	C6H11O9P	META:D-glucopyranose-6-phosphate	cpd00079	UPC00092	C00092		MNXM160	1629756	HMDB01401;HMDB01549;HMDB06793			
gal_p	D-Galactose	C6H12O6	META:D-galactopyranose	cpd00108		C00124		MNXM89602					
gal1p_p	Alpha-D-Galactose 1-phosphate	C6H11O9P	META:GALACTOSE-1P	cpd00348		C00446;C03384	alpha-D-Galactose_1-phosphate	MNXM336	30170	HMDB00645;HMDB03359			
gal1p_e	Alpha-D-Galactose 1-phosphate	C6H11O9P	META:GALACTOSE-1P	cpd00348		C00446;C03384	alpha-D-Galactose_1-phosphate	MNXM336	30170	HMDB00645;HMDB03359			
gal_e	D-Galactose	C6H12O6	META:D-galactopyranose	cpd00108		C00124		MNXM89602					
gal_bD_e	Beta D-Galactose	C6H12O6	META:GALACTOSE	cpd00709		C00962		MNXM112		HMDB03449			
gal_bD_p	Beta D-Galactose	C6H12O6	META:GALACTOSE	cpd00709		C00962		MNXM112		HMDB03449			
5dh4dglc_c	5-Dehydro-4-deoxy-D-glucarate	C6H6O7	META:5-KETO-4-DEOXY-D-GLUCARATE	cpd00515	UPC00679	C00679	5-Dehydro-4-deoxy-D-glucarate	MNXM854					
galct__D_c	D-Galactarate	C6H8O8	META:D-GALACTARATE	cpd00652	UPC00879	C00879		MNXM1080		HMDB00639;HMDB03435		LMFA01170107	
